f1,f2,f3,f4,f5,f6,f7,f8
192,83,6,127,196,95,52,9
48,20,198,61,223,1,215,183
218,127,27,99,53,11,134,82
188,29,216,71,23,176,107,30
113,62,37,196,112,231,95,100
168,192,114,42,149,37,58,10
189,49,228,26,34,190,5,93
172,62,0,28,235,177,101,144
254,122,191,230,254,170,165,10
197,115,41,141,101,111,158,35
65,119,9,196,219,92,172,154
169,82,104,215,146,179,211,250
185,255,11,144,137,20,188,188
66,18,188,209,56,71,142,15
158,166,196,109,85,199,135,76
245,77,1,205,62,152,133,49
82,43,195,167,251,218,60,235
78,3,108,139,31,42,140,141
129,36,30,207,66,135,44,114
121,6,253,212,216,55,123,61
10,125,2,96,39,111,109,154
53,148,184,4,184,67,91,147
72,107,230,31,194,171,206,148
198,170,210,103,103,249,30,55
199,204,27,3,238,109,86,91
146,182,129,32,10,89,141,9
81,40,9,23,2,124,122,55
187,150,168,140,233,5,155,42
202,61,181,183,192,70,38,18
120,103,237,45,156,87,218,78
54,221,92,151,147,216,22,193
111,183,16,182,180,125,153,223
74,80,221,128,11,85,15,249
34,49,233,72,75,143,104,150
45,165,83,134,216,251,18,82
55,224,178,60,141,71,187,159
153,9,52,244,93,123,190,213
247,72,110,11,224,193,115,122
162,50,4,17,21,225,55,139
247,229,240,1,239,170,139,177
208,159,134,51,104,206,125,247
42,110,44,183,192,31,204,193
106,91,234,236,190,162,110,119
109,95,242,14,87,175,51,197
80,193,4,86,33,57,116,210
162,9,154,130,100,230,215,62
83,20,64,23,199,216,45,96
234,57,100,14,177,140,12,200
83,77,248,55,10,169,252,22
98,134,96,12,203,126,198,101
10,14,194,72,179,210,34,107
22,19,2,20,120,249,81,154
219,84,58,190,135,210,209,120
43,64,27,124,5,110,212,121
182,218,36,69,74,212,92,24
93,184,238,128,132,239,212,244
196,209,10,158,166,224,23,208
18,135,16,237,145,181,232,87
180,252,15,98,85,20,38,175
225,173,34,88,62,252,249,163
63,211,152,44,204,248,99,101
90,62,82,163,195,28,70,241
82,197,63,23,139,193,5,44
230,205,184,180,62,188,7,75
161,207,233,166,161,229,8,224
92,70,124,110,121,132,42,42
131,60,242,82,1,20,63,34
165,204,118,12,84,85,133,183
39,141,165,249,209,96,29,164
208,14,115,54,147,25,172,80
58,59,100,110,222,207,146,209
146,53,47,63,76,240,254,188
5,238,60,141,162,226,7,120
35,123,195,3,100,7,90,193
160,47,23,75,222,38,42,234
80,73,74,87,68,111,213,116
41,36,162,141,196,26,242,14
97,220,253,239,24,34,25,234
67,82,219,169,83,153,210,153
199,157,74,229,202,226,120,193
70,230,222,70,144,108,20,85
107,215,212,37,184,126,142,85
159,102,204,60,35,30,217,174
193,142,159,69,17,64,179,101
194,37,13,249,248,31,224,223
211,230,227,149,213,39,206,17
78,229,0,101,133,192,248,244
247,237,73,153,183,158,217,179
19,157,72,130,218,19,115,222
255,27,99,195,32,215,204,133
39,145,119,130,10,222,245,68
210,146,120,209,89,187,156,137
185,142,25,225,120,217,8,196
244,80,210,78,132,93,244,206
75,76,234,142,131,203,214,110
116,162,203,243,163,58,190,157
229,128,186,106,101,177,86,140
247,237,199,63,61,72,190,170
250,12,231,10,125,24,195,218
123,37,219,179,47,86,239,122
155,244,21,18,214,97,22,223
128,94,61,197,0,243,126,207
176,9,242,198,119,66,3,68
6,156,4,172,35,99,26,185
6,51,55,143,11,239,102,254
65,70,237,16,123,129,202,205
76,208,227,49,207,246,25,34
124,234,186,23,151,148,142,5
14,82,88,225,64,76,165,151
2,11,109,232,86,159,60,127
124,185,131,182,186,120,185,216
41,40,67,41,216,218,160,72
116,19,235,111,46,211,134,117
218,135,10,115,230,82,68,191
39,233,78,174,171,255,100,217
46,251,63,7,180,101,113,14
25,78,73,125,211,224,227,246
98,151,7,114,71,127,180,217
45,184,149,211,151,236,233,145
170,145,72,25,171,208,45,4
27,121,189,206,172,251,225,29
240,59,119,181,248,91,13,27
46,2,122,27,167,15,102,97
228,100,56,86,2,10,250,134
101,49,228,181,250,252,201,12
141,181,24,127,227,7,245,19
119,113,28,40,211,189,5,54
134,240,101,32,130,247,119,182
62,225,134,49,63,18,97,192
218,235,171,76,217,214,218,82
125,24,90,159,234,131,205,136
194,173,186,120,29,168,114,74
132,31,116,192,55,134,254,184
42,27,209,240,27,84,228,80
15,182,66,202,3,202,133,12
215,90,223,238,141,17,164,129
51,74,147,227,145,50,25,8
130,52,132,230,81,24,168,242
178,228,57,147,89,59,60,164
228,201,177,136,96,47,202,106
145,71,31,37,28,55,76,109
99,224,194,31,20,33,153,45
51,116,156,183,93,209,115,232
18,245,220,158,246,152,178,238
80,23,106,236,159,234,31,102
186,108,149,182,77,11,53,219
104,234,59,40,23,184,7,146
167,196,243,167,133,46,110,177
218,214,61,33,234,117,241,158
0,58,11,187,8,44,26,109
216,115,10,237,205,249,26,174
230,57,72,6,246,28,107,64
69,167,177,89,123,18,43,67
216,106,245,97,240,107,41,128
162,217,240,20,123,157,202,189
204,84,245,51,198,162,103,9
151,39,147,33,196,169,234,225
61,86,133,170,107,122,207,46
74,53,250,60,114,67,204,234
9,201,222,109,254,254,255,220
192,224,158,19,26,99,70,136
171,65,219,230,226,41,90,126
151,180,130,184,51,104,197,39
66,139,185,210,219,24,36,171
190,60,197,22,180,67,229,208
54,227,203,222,17,252,81,133
105,102,146,219,5,208,157,34
168,88,44,8,203,157,16,236
55,89,97,126,36,114,201,208
220,43,216,183,178,218,68,23
52,237,135,107,221,3,105,175
234,218,86,247,182,100,221,142
21,160,252,106,6,44,125,149
48,233,181,40,127,140,183,193
19,220,241,38,193,91,46,237
232,114,244,104,233,132,73,239
18,187,206,104,55,221,142,145
249,190,23,117,53,103,195,130
43,31,50,149,145,148,247,133
79,37,84,213,251,235,33,211
243,104,165,57,56,58,247,213
118,3,56,41,203,3,213,64
221,123,221,168,72,99,25,216
229,206,101,192,114,230,121,194
178,159,187,82,156,149,99,162
56,84,135,132,193,42,51,217
179,17,53,120,122,48,39,29
109,210,208,40,68,130,49,55
101,47,243,240,24,233,121,241
100,94,238,243,121,115,49,95
93,217,4,52,125,125,104,243
237,92,66,52,144,93,169,179
91,243,226,114,119,252,106,102
9,90,148,107,235,67,145,222
35,177,61,163,7,93,130,11
42,255,105,145,170,238,246,148
173,132,75,105,5,179,244,51
106,92,246,232,78,161,182,87
224,1,131,221,15,130,162,76
245,137,250,70,254,255,191,48
97,137,183,180,41,168,252,223
79,113,119,100,160,128,167,174
150,68,87,194,42,218,82,173
38,51,109,142,54,222,207,211
148,221,223,59,148,131,156,192
94,83,161,185,22,174,143,233
38,231,199,112,23,236,152,252
1,111,237,8,136,138,5,98
16,87,76,188,100,20,1,248
16,61,165,18,205,133,115,158
32,183,71,222,110,177,70,217
95,112,99,227,68,145,3,79
61,77,175,136,252,178,205,40
34,20,216,178,121,35,152,147
15,198,61,125,230,84,212,229
0,109,134,150,184,151,0,211
120,98,137,20,56,39,141,158
63,181,142,49,123,63,78,60
116,195,41,211,3,161,237,196
211,76,205,123,39,99,129,60
143,182,160,214,232,38,72,100
207,252,55,209,17,57,71,113
91,222,57,172,112,77,110,243
118,176,206,150,115,168,35,199
131,202,182,51,250,165,164,112
131,205,189,44,91,4,160,121
87,160,29,37,46,229,152,87
54,91,137,45,124,229,71,230
52,80,154,70,226,162,91,111
237,121,182,227,220,144,183,237
139,98,244,62,52,3,194,255
124,46,158,158,14,193,178,165
30,29,10,210,229,63,186,137
91,162,119,16,106,123,150,24
132,121,36,23,22,77,250,61
200,186,110,132,139,137,239,142
173,199,250,55,152,5,51,0
221,56,178,246,127,108,48,8
150,155,151,140,190,164,181,84
208,2,250,99,208,4,163,101
6,84,15,201,148,53,57,222
136,159,167,222,203,81,99,50
109,133,240,44,132,180,214,180
222,113,8,204,27,50,155,148
42,50,122,38,63,147,163,55
135,93,8,181,175,77,242,67
47,200,12,133,63,212,160,73
76,229,136,236,214,94,199,26
18,221,97,199,23,3,138,219
208,210,235,84,191,73,229,146
230,181,247,252,181,107,54,171
143,232,121,1,48,68,236,155
51,52,254,250,92,203,171,177
65,226,141,232,147,247,254,46
38,209,165,96,118,128,71,47
178,141,225,14,176,22,228,105
11,36,132,27,42,51,148,102
19,231,47,49,126,76,126,94
20,155,3,177,211,63,66,149
189,184,73,8,130,237,147,99
121,73,171,124,166,153,97,109
225,250,102,148,168,215,65,214
162,62,228,222,178,92,106,20
48,172,50,223,201,196,40,249
109,249,215,188,170,33,110,170
131,63,66,43,157,197,190,57
213,86,251,180,228,87,97,100
182,124,232,185,66,23,211,100
89,156,239,225,12,197,215,172
70,80,25,210,143,15,186,208
153,94,196,181,219,111,38,97
72,184,237,138,252,232,49,218
201,252,193,123,44,155,165,87
5,222,23,24,108,200,189,194
234,64,138,179,65,199,65,194
134,71,156,231,138,219,146,125
252,215,189,22,241,143,244,105
16,54,91,186,149,67,158,242
138,90,102,35,146,29,111,22
231,191,134,197,34,51,224,71
208,61,212,94,67,219,175,184
93,190,66,17,179,203,255,241
236,246,14,104,177,151,52,199
57,228,197,204,220,235,33,250
163,34,160,91,61,93,196,44
172,237,221,209,190,111,208,190
200,104,158,222,17,60,15,242
1,141,8,159,182,22,0,255
208,204,4,242,203,50,90,38
144,123,167,125,248,105,199,78
211,192,98,83,182,46,103,36
55,71,158,47,170,128,88,59
26,26,75,37,189,231,193,40
206,195,198,91,211,190,22,242
14,191,70,174,38,254,2,21
231,74,136,2,108,122,56,200
114,186,192,76,226,114,41,39
214,59,26,86,127,84,59,1
7,83,143,146,191,235,127,223
150,154,42,162,71,195,251,111
29,241,154,126,239,13,220,98
240,147,86,243,67,76,48,72
114,10,183,254,28,238,64,48
227,116,224,117,151,47,229,126
248,2,148,202,37,114,250,179
3,138,184,178,95,195,73,35
89,93,100,75,52,45,230,42
157,243,18,203,65,101,42,204
3,209,102,225,216,45,27,236
169,24,224,200,186,86,255,62
27,42,133,109,160,105,73,81
228,185,42,203,63,34,144,218
135,201,11,248,128,159,93,169
138,12,17,152,35,33,37,56
194,31,176,26,214,184,223,86
228,235,69,112,140,103,28,55
17,18,25,42,183,37,169,30
129,147,39,206,175,78,80,139
206,161,55,127,233,166,107,5
112,74,85,229,47,85,99,216
21,80,27,7,29,73,226,239
161,205,252,133,83,204,82,14
153,167,3,121,124,76,206,191
110,183,181,157,213,114,126,195
3,113,161,171,243,241,142,212
60,219,78,92,196,157,199,120
104,105,40,139,178,183,8,160
75,250,203,151,16,38,129,216
178,235,222,195,127,126,43,148
159,88,28,215,31,107,235,39
38,213,77,243,234,148,108,231
0,200,60,82,127,0,12,203
165,33,173,84,200,24,142,59
153,171,245,158,47,37,46,156
171,16,14,209,219,247,79,108
187,124,237,124,90,246,72,59
132,232,179,46,255,12,110,157
221,41,63,4,44,79,1,129
175,222,229,34,108,75,44,170
89,84,19,252,88,50,254,236
209,78,149,10,149,131,161,95
51,50,14,93,224,46,47,190
229,102,177,221,180,175,200,162
55,2,107,197,72,93,25,45
7,136,45,67,138,40,199,153
194,226,77,234,228,212,133,211
177,253,222,158,213,128,14,12
130,157,204,132,202,73,217,201
63,170,65,187,27,16,77,217
253,105,167,97,39,216,107,0
182,187,112,172,88,23,10,247
91,60,81,239,174,128,138,249
157,0,217,131,200,2,227,73
95,186,66,172,164,227,208,127
223,203,99,131,199,80,207,253
129,50,61,21,64,64,167,247
126,226,67,187,14,235,79,118
187,135,75,136,20,237,226,144
30,179,119,51,220,111,172,215
133,199,246,157,88,211,129,123
64,65,229,79,68,195,204,251
193,144,102,224,59,189,18,176
114,143,112,165,16,141,96,0
231,227,4,187,73,122,61,167
190,5,88,243,80,38,14,113
150,108,188,143,190,160,79,102
109,213,242,234,151,124,235,137
82,214,228,187,24,232,107,174
22,171,15,243,220,152,150,156
255,15,26,58,124,38,180,139
163,196,78,222,2,178,80,27
156,52,193,164,222,72,155,33
208,80,181,116,160,154,162,8
207,216,122,220,44,97,206,8
11,152,169,248,163,182,152,186
108,55,198,149,42,155,42,128
188,105,195,137,133,4,215,37
147,218,129,219,107,136,34,21
174,242,215,10,106,244,180,217
111,134,79,159,61,154,52,105
29,43,59,150,195,41,235,63
21,187,195,202,139,24,16,253
205,59,240,157,156,2,13,165
10,116,157,58,15,157,246,209
151,151,74,211,108,208,214,138
23,243,122,231,104,142,136,76
134,184,158,7,156,223,206,40
9,185,186,192,135,195,223,193
215,180,207,174,20,17,93,171
191,82,35,177,219,216,130,132
105,232,50,245,171,95,26,223
97,115,25,20,12,222,241,182
12,131,99,101,225,205,134,155
140,21,77,192,19,228,188,72
49,21,225,3,248,166,174,76
107,174,78,10,120,53,33,115
166,183,120,171,2,253,170,19
18,113,107,251,66,158,126,191
197,212,42,248,193,20,248,45
42,2,235,238,187,174,40,224
206,246,158,111,221,87,89,2
1,64,122,173,243,149,126,167
172,217,88,7,223,12,240,99
72,142,44,103,236,190,145,99
141,111,92,117,112,65,23,78
184,88,41,93,143,101,195,178
149,245,223,208,100,35,214,56
55,152,204,186,107,56,222,62
199,214,201,252,188,237,124,49
107,205,218,57,212,227,225,109
162,207,224,95,95,201,95,158
184,234,190,215,90,45,152,131
162,247,255,57,220,253,163,136
137,90,121,36,55,248,206,143
254,236,106,196,235,14,56,224
71,180,55,132,97,243,38,3
153,124,206,179,143,88,76,18
229,228,101,48,231,127,164,179
139,109,111,32,170,40,138,194
145,252,207,165,37,189,182,51
161,255,230,75,168,41,111,207
196,200,12,52,91,181,211,22
234,126,204,132,233,76,182,7
79,95,189,161,103,237,87,0
219,17,214,198,241,240,191,138
167,71,49,227,83,43,128,10
170,198,167,45,214,8,142,121
51,115,84,138,239,73,162,161
130,213,199,182,228,208,157,205
161,93,38,43,57,221,6,44
182,49,83,74,176,235,123,11
199,217,90,241,202,254,208,181
116,73,131,126,245,11,62,227
3,227,70,97,249,172,120,164
0,83,91,126,48,50,167,142
253,231,252,55,240,202,111,175
121,134,196,234,51,253,153,126
250,162,13,25,201,239,90,203
67,32,156,143,176,39,127,245
5,70,4,16,128,77,67,26
10,161,118,104,31,53,242,131
16,217,228,226,7,186,216,32
167,237,0,31,182,90,218,97
103,63,229,144,79,250,167,174
102,154,14,170,91,237,75,109
240,170,165,168,32,156,42,78
97,125,217,215,131,231,1,196
141,214,223,85,252,105,141,242
79,145,123,140,117,107,167,141
248,212,113,108,215,110,177,222
71,114,81,135,80,206,111,142
89,209,219,209,64,40,242,232
10,134,188,211,19,250,6,45
24,69,1,238,173,68,255,58
173,71,114,46,39,138,189,109
153,173,186,156,4,25,156,35
224,30,147,165,166,43,197,151
236,88,32,214,14,178,90,154
92,211,223,201,96,235,8,12
142,199,236,192,47,245,16,169
165,99,144,167,228,14,183,240
86,189,190,1,216,1,132,8
122,194,183,130,68,126,205,137
78,141,99,106,225,108,86,251
220,164,63,48,184,113,23,117
62,26,50,163,172,7,107,240
216,150,53,255,96,137,155,152
211,18,245,239,124,163,122,255
123,24,233,177,183,70,204,53
192,222,215,150,81,30,40,138
169,43,55,105,196,97,202,212
42,204,225,84,49,42,167,160
125,223,3,141,100,48,234,76
243,28,76,3,204,106,164,157
251,223,44,213,86,193,133,177
69,220,111,48,73,162,92,66
12,150,172,159,108,186,195,47
174,204,242,135,86,235,162,178
241,40,41,244,15,167,2,194
217,166,144,242,6,99,123,187
163,198,213,33,71,218,179,158
124,217,31,193,115,72,138,177
48,197,182,19,67,241,57,129
167,143,184,223,57,1,69,1
124,97,29,88,202,201,211,157
62,62,24,49,165,220,212,242
160,114,79,229,127,188,168,19
125,182,72,133,124,187,159,248
191,132,79,229,124,45,103,184
67,135,106,63,134,4,54,147
136,239,28,255,73,93,84,11
114,154,165,31,216,134,173,226
189,129,157,71,243,131,57,37
8,55,174,126,194,3,209,66
29,176,127,252,20,123,44,165
239,240,60,243,183,134,213,144
252,61,20,178,192,97,121,55
3,102,158,243,208,26,64,24
239,1,120,64,109,135,229,153
216,52,72,34,202,87,200,109
170,130,147,1,137,31,68,185
226,46,166,55,240,183,248,63
226,161,206,65,31,82,194,67
46,8,255,249,242,189,124,152
40,238,25,171,98,192,180,201
212,15,33,125,243,195,19,151
84,116,241,19,115,67,195,218
37,41,19,109,21,60,1,143
47,82,131,33,112,42,231,96
235,47,185,33,183,180,64,0
243,163,105,15,114,237,88,98
209,61,44,227,26,13,193,54
48,22,207,240,34,101,153,144
12,109,77,98,231,141,219,148
63,132,14,87,2,151,55,85
61,50,86,164,90,46,170,181
126,206,100,54,237,137,218,141
33,129,146,37,115,201,131,141
210,222,189,247,51,34,49,164
144,152,211,17,54,67,122,127
24,235,199,23,115,50,113,153
224,193,79,100,91,183,125,3
180,17,5,247,203,177,226,164
10,79,48,64,29,234,211,187
109,125,174,132,149,97,176,150
164,244,234,134,22,69,148,131
243,70,191,141,219,145,50,253
100,19,0,31,148,174,162,32
101,105,80,101,220,157,139,248
58,105,240,124,213,5,20,150
36,122,143,182,176,225,32,113
117,86,135,183,92,88,75,167
52,250,193,130,195,11,230,116
106,125,137,152,70,130,154,166
142,79,63,151,152,222,71,30
80,29,214,237,81,14,227,68
122,14,207,23,222,101,188,249
179,107,193,218,157,84,70,187
145,146,41,183,119,6,36,136
66,239,6,9,243,101,235,69
51,47,137,24,235,119,29,175
142,159,214,205,107,183,181,14
206,43,63,159,145,94,93,100
107,175,142,101,176,165,240,87
139,61,192,67,83,10,110,193
162,23,189,158,36,43,106,47
16,46,49,231,220,109,6,134
47,237,250,187,125,170,86,242
85,127,121,49,70,184,221,68
253,2,222,125,141,70,60,91
171,86,52,56,116,136,97,202
239,239,224,88,192,136,198,100
231,188,221,149,201,30,66,81
201,189,90,86,219,213,165,33
4,69,208,120,149,79,168,162
72,194,228,215,152,165,39,145
114,176,249,24,85,133,203,14
99,85,28,232,232,160,16,36
222,145,74,119,67,186,67,200
88,231,97,34,235,237,94,64
218,127,145,131,19,190,67,227
97,38,222,230,123,247,221,204
245,129,138,19,237,229,197,92
87,17,15,169,245,64,97,5
65,65,61,35,104,60,247,162
93,26,30,105,202,98,43,222
1,211,130,16,254,136,232,245
37,215,26,117,108,159,230,170
4,103,46,185,121,99,39,17
106,229,125,160,152,242,152,167
112,73,156,183,211,140,7,18
157,36,46,17,54,236,201,76
75,88,18,127,182,102,84,210
123,22,122,101,175,225,20,42
209,178,255,179,137,228,221,196
248,237,172,138,46,80,214,61
144,164,159,95,123,116,117,129
133,34,254,241,250,198,175,125
228,106,39,30,90,63,178,106
24,20,200,192,250,46,194,135
176,202,3,174,28,166,104,235
234,64,221,2,154,139,232,91
234,223,111,38,51,78,62,218
18,132,15,45,180,7,102,54
42,16,29,114,173,247,227,46
93,101,44,111,143,208,46,251
89,250,138,194,180,231,187,92
143,91,90,219,30,2,184,213
21,156,81,210,126,221,102,175
151,212,245,62,79,30,236,76
34,132,215,174,206,58,197,14
239,252,251,232,30,20,180,165
139,232,251,144,50,76,222,136
154,252,213,173,8,61,5,38
69,193,112,237,103,74,67,196
15,248,211,214,112,128,74,48
163,203,112,241,52,212,12,124
17,68,102,121,149,99,195,152
125,34,237,172,212,161,71,172
191,91,42,167,145,144,117,106
225,255,139,203,78,168,117,175
95,7,120,168,130,140,114,239
128,209,7,117,232,197,255,44
237,146,14,238,88,252,244,41
141,33,234,235,145,89,196,169
165,148,238,120,105,195,194,175
86,162,124,26,217,242,209,104
27,4,99,154,22,103,196,243
60,225,29,83,191,17,220,219
209,130,2,100,242,252,181,81
225,36,127,101,191,191,79,136
10,213,31,82,9,243,189,112
122,211,94,211,208,174,234,70
94,107,117,8,235,156,171,161
164,173,174,64,229,217,32,63
147,88,53,55,98,44,235,51
158,6,24,15,248,120,19,56
70,61,72,162,222,183,7,245
30,213,100,246,13,159,233,82
222,181,234,90,93,88,118,211
68,140,32,132,102,130,193,158
79,186,76,127,179,112,186,51
235,226,192,247,22,92,98,224
252,208,155,218,11,170,149,209
248,57,151,85,133,130,22,79
72,52,241,247,124,17,127,177
126,112,147,149,96,3,10,180
63,44,6,3,138,148,228,160
170,43,230,80,16,15,181,148
75,194,173,147,119,246,195,217
124,191,101,255,182,117,27,94
108,65,208,64,87,126,45,162
51,244,222,138,147,113,246,119
3,25,17,116,101,29,141,100
177,176,214,244,107,194,26,97
22,181,255,76,2,38,48,205
236,177,63,40,4,158,42,21
112,116,234,242,214,94,21,185
88,62,32,35,30,77,5,1
158,112,245,30,132,156,89,29
48,45,19,239,86,42,67,146
240,215,116,11,102,176,134,7
28,169,23,204,38,209,185,178
222,237,163,6,8,248,153,175
201,150,223,106,45,173,112,78
61,154,106,99,188,193,96,191
208,50,119,86,215,38,238,205
227,209,18,54,123,181,213,115
26,31,167,240,50,69,132,13
182,76,232,72,48,174,202,86
228,187,238,115,76,27,136,132
87,87,71,135,178,148,146,15
223,125,118,121,79,26,71,14
29,182,128,249,157,63,84,238
230,85,163,25,118,44,209,147
64,132,61,1,63,89,5,157
192,154,160,138,142,213,111,207
40,184,143,183,113,196,191,117
189,55,153,170,74,156,141,226
73,75,198,109,213,12,121,228
229,72,89,223,223,146,242,4
252,155,34,96,94,76,52,119
180,207,195,201,117,176,213,201
122,55,6,93,227,140,214,141
64,122,158,130,164,200,153,170
134,255,59,88,34,243,192,100
21,88,96,193,77,144,7,159
91,42,91,17,131,174,0,4
60,245,183,3,232,61,85,182
235,24,201,220,197,249,163,31
74,139,216,121,222,141,170,131
210,183,181,87,74,251,114,53
102,94,206,44,138,247,110,44
42,176,195,145,145,29,205,19
230,160,183,230,69,59,146,59
20,216,214,123,167,63,168,32
151,32,214,200,213,149,240,167
12,206,55,130,158,222,120,48
209,70,7,143,211,251,97,248
253,165,128,17,204,67,70,70
210,234,77,207,72,176,20,133
108,21,30,168,208,123,156,23
137,109,28,191,107,235,64,89
237,11,118,10,170,140,147,154
249,191,204,55,186,121,176,231
1,243,115,233,198,117,254,130
48,222,79,114,100,149,179,176
23,170,49,56,137,22,142,166
229,68,18,82,122,9,115,167
61,168,119,154,173,28,74,182
184,126,224,115,24,75,224,175
192,131,246,124,219,205,169,100
188,247,129,9,20,198,129,49
34,159,124,126,143,108,79,235
217,72,36,197,31,35,104,239
10,107,184,174,154,103,247,66
82,46,55,249,188,130,189,24
213,224,243,157,219,90,199,115
80,169,23,52,228,177,100,168
220,138,213,229,238,63,222,150
201,134,203,18,175,14,194,140
124,17,254,169,22,170,23,52
122,41,85,117,207,46,151,218
126,176,157,23,225,234,19,205
29,154,234,232,116,111,191,13
170,116,8,228,63,152,242,5
209,206,31,162,98,182,101,21
89,173,210,116,237,206,21,222
123,171,14,232,229,231,198,41
85,187,188,131,49,154,17,238
151,128,243,66,69,141,162,145
217,249,95,251,42,19,146,159
90,83,176,219,38,130,42,33
56,105,15,192,131,195,45,214
192,192,66,240,14,36,238,107
157,93,146,70,11,98,158,253
170,126,53,190,60,36,13,38
78,132,131,95,179,65,249,143
19,185,124,40,1,126,209,216
182,15,142,144,188,2,52,229
129,6,1,107,84,211,232,161
156,240,113,74,138,22,42,153
201,168,255,69,163,141,35,39
21,115,250,85,186,216,224,125
226,42,242,165,11,78,91,131
38,197,66,7,14,72,85,1
108,208,152,130,178,199,61,222
178,231,207,33,38,167,130,188
58,17,91,171,217,219,36,54
232,130,68,189,98,158,120,180
254,139,90,51,115,225,4,208
207,227,210,123,163,44,208,201
241,116,114,79,85,168,43,223
16,237,125,128,116,11,12,91
109,173,155,61,253,190,97,213
220,111,251,237,9,194,185,31
174,93,171,99,168,152,62,46
246,239,114,25,36,30,98,65
251,17,217,75,202,239,75,29
217,60,156,136,150,112,253,215
66,186,135,235,22,40,247,79
57,58,196,148,156,128,108,61
103,190,56,120,38,24,134,217
67,218,148,214,56,25,143,237
58,243,61,113,31,8,65,24
72,213,241,152,24,178,67,12
248,151,218,154,167,176,123,2
248,182,160,248,248,253,1,255
1,248,0,120,122,101,60,37
62,197,91,125,208,27,217,192
26,194,26,84,247,220,212,43
166,246,196,42,11,239,163,27
171,246,158,1,137,71,118,99
35,143,158,174,147,51,86,67
120,160,127,172,252,176,47,221
117,18,2,215,81,57,163,214
106,12,189,212,173,95,220,164
200,232,83,48,247,53,204,182
70,235,131,63,251,97,232,224
33,207,232,236,146,164,36,237
198,87,150,75,114,33,127,218
157,172,178,186,163,4,25,105
180,75,104,12,2,163,180,47
248,250,193,219,185,31,213,177
119,252,47,49,36,133,230,172
14,118,13,223,162,194,129,182
207,63,236,189,29,239,139,88
73,179,255,157,82,115,132,209
49,181,208,20,176,207,213,209
229,200,54,244,125,61,172,32
240,2,125,227,222,78,126,28
22,144,198,251,100,141,134,182
218,183,148,118,250,41,11,64
65,189,62,55,26,155,154,181
59,111,50,217,211,12,120,105
147,41,222,121,215,126,101,135
214,147,185,234,117,24,210,173
167,163,80,13,182,95,154,114
90,6,133,84,244,211,72,34
186,152,174,68,117,14,104,207
151,215,148,52,197,123,191,153
54,23,188,15,202,134,142,202
189,157,209,121,76,16,33,23
105,115,132,116,249,99,225,22
82,195,136,145,209,182,159,180
12,125,95,122,83,168,78,244
30,158,99,158,195,180,73,207
105,102,89,97,159,246,7,248
0,184,228,9,201,191,114,55
113,38,108,3,53,145,115,160
175,140,170,150,64,112,219,202
136,75,76,189,94,29,86,1
210,224,187,124,66,85,93,183
173,27,234,127,177,99,57,159
7,177,10,219,19,27,235,4
94,18,159,41,173,161,199,135
75,187,125,236,119,57,166,94
124,22,108,222,31,92,41,145
59,236,184,72,254,122,10,122
10,120,146,91,17,254,147,47
10,190,189,132,85,90,233,186
125,166,182,155,191,253,242,178
102,151,255,157,99,248,1,224
180,109,105,213,220,66,200,166
29,173,138,103,29,245,146,2
220,32,42,44,26,30,90,62
201,122,160,221,134,121,21,43
194,207,228,149,156,172,77,52
154,109,74,253,249,118,248,157
109,240,173,185,172,65,153,213
74,135,125,106,200,33,189,230
84,214,54,55,251,211,51,63
28,88,74,174,91,192,186,175
84,181,148,168,96,246,195,228
221,197,173,7,21,130,19,16
60,64,184,22,74,62,206,18
206,162,252,208,141,52,19,50
131,97,158,17,46,93,152,210
9,253,204,71,237,114,88,245
147,10,46,19,55,31,246,171
192,246,31,57,93,144,163,132
174,22,111,46,134,122,54,39
101,112,74,133,77,71,189,246
23,195,145,19,151,57,51,237
201,147,92,242,10,17,227,121
140,160,41,184,98,202,123,114
222,38,60,11,127,106,26,252
19,113,106,250,128,136,49,243
192,129,76,171,57,213,0,201
143,119,236,67,55,227,105,60
246,87,26,68,4,92,140,29
218,136,86,243,226,53,16,75
24,133,206,6,147,127,32,1
227,245,177,29,142,103,11,83
126,123,59,224,28,74,135,76
104,126,240,214,199,209,232,240
65,84,105,117,198,105,116,152
253,65,153,131,99,162,56,233
193,16,92,253,40,32,131,161
106,2,136,73,110,21,29,114
232,136,80,60,253,16,57,232
220,223,69,163,157,100,123,103
209,254,108,60,29,26,126,117
234,177,82,182,78,181,0,180
104,154,30,27,250,123,200,105
86,176,119,156,76,233,209,60
221,145,215,167,52,13,172,202
89,43,86,92,136,113,55,147
6,9,46,85,114,129,205,192
164,31,27,47,15,216,200,225
166,242,111,75,18,41,97,8
127,80,116,124,12,18,218,117
86,78,139,173,109,81,179,154
226,47,119,2,78,61,122,234
39,106,6,28,199,176,69,218
117,2,126,104,105,100,0,11
93,60,195,39,103,34,196,98
130,47,196,170,72,213,11,44
22,100,189,69,6,246,74,96
44,110,230,66,91,87,45,104
158,12,155,188,86,28,27,103
209,115,190,15,68,95,4,123
208,22,253,164,147,113,155,217
149,204,104,36,179,2,200,251
74,58,109,82,30,245,20,98
44,9,210,86,7,24,81,145
166,62,161,159,185,44,208,82
34,42,187,73,255,33,112,250
13,205,247,60,130,104,9,60
187,205,104,93,156,160,180,44
18,255,26,228,150,49,13,104
212,82,218,104,210,175,102,33
130,115,136,79,108,50,185,82
